Lat,Long,Species,Lifestage,Sex,Site,Year, Ag  , As  , Ba   , Be  , Bi  , Cd  , Co   , Cu  , Fe   , Ga  , Hg , Li  , Mn   , Mo  , Ni  , Pb  , Rb  , Sb  , Se  , Sn  , Sr  , Tl  , U  , V   , Zn  
59.10013289,-116.1422516,River Otter,Unknown,Unknown,A71,2014,0.035,0.145,0.028,0,0,0.109,0.041,14.6,1232,0.004,3.84,0.007,8.64,1.7,0.049,0,9.47,0,2.67,0,0.178,0.009,0,0.057,71.2
55.64014738,-112.1066504,River Otter,Unknown,Unknown,A19,2014,0.084,0.117,0.031,0,0.002,0.01,0.05,25,1657,0.003,3.39,0,8.32,1.14,0,0,11.2,0,2.57,0,0.112,0.002,0,0.045,73.8
55.64014738,-112.1066504,River Otter,Unknown,Unknown,A19,2014,0.037,0.077,0.025,0,0,0.076,0,15.9,1248,0.004,3.04,0,8.96,1.65,0,0,10.3,0,2.3,0,0.038,0.001,0,0.036,57.5
55.64014738,-112.1066504,River Otter,Unknown,Unknown,A19,2014,0.064,0.065,0.028,0,0,0.047,0.048,25.9,1144,0.003,3.99,0,11.8,2.63,0.045,0,17.6,0,2.93,0,0.06,0.002,0,0.04,82.8
54.71970977,-114.5192335,River Otter,Unknown,Unknown,A13,2014,0.007,0.16,0.135,0,0,0.027,0,11.9,1760,0.009,1.65,0.007,5.67,1.66,0.033,0.044,8.1,0,2.82,0,0.243,0.001,0,0.052,63.2
55.64014738,-112.1066504,River Otter,Unknown,Unknown,A19,2014,0.174,0.085,0.453,0,0,0.01,0.137,70.8,1600,0.017,0.232,0.071,12.2,1.42,0.172,0.134,18.6,0.01,2.1,0,0.913,0.002,0.002,0.088,155
54.54745162,-114.5398631,River Otter,Unknown,Unknown,A11,2014,0.063,0.091,0,0,0.016,0.008,0,25.1,1054,0.004,2.31,0,11,1.68,0.048,0,14.8,0,2.14,0,0.098,0.005,0,0.039,75
57.10073191,-111.432492,River Otter,Unknown,Male,A47,2014,0.058,0.344,0,0,0.008,0.054,0.078,20.1,1365,0.003,1.17,0,12,2.71,0.933,0.045,14.7,0,2.68,0.007,0.078,0,0,0.159,80.4
55.88051054,-111.894798,River Otter,Unknown,Male,A21,2015,0.08,0.214,0.062,0.001,0.004,0.023,0.079,27.5,1702,0.006,0.948,0,13.3,1.85,0.073,0.022,35.1,0,2.35,0.009,0.14,0.006,0,0.092,99.2
56.82446415,-111.5332207,River Otter,Unknown,Female,A41,2014,0.086,0.091,0.053,0,0.008,0.086,0.071,25.3,888,0.006,2.45,0.007,10.6,2.56,0.105,0.045,13.9,0,3.01,0.007,0.24,0,0,0.152,86
56.82446415,-111.5332207,River Otter,Unknown,Male,A41,2014,0.021,0.153,0,0,0.006,0.098,0.082,11.9,1293,0.004,1.45,0,7.07,1.44,0.077,0.022,9.98,0,3.54,0,0.065,0.006,0,0.12,65.9
55.72881739,-110.9082927,River Otter,Unknown,Male,A20,2014,0.046,0.181,0.127,0.002,0.004,0.025,0,19,1063,0.007,0.68,0,8.24,1.67,0.051,0,28.9,0,2.04,0,0.25,0.003,0,0.091,65.5
55.88051054,-111.894798,River Otter,Unknown,Male,A21,2015,0.029,0.064,0,0,0.008,0.023,0,12.8,722,0.003,1.14,0,5.54,1.78,0.084,0,21.9,0,1.99,0.006,0,0.003,0,0.061,57.8
55.72881739,-110.9082927,River Otter,Unknown,Female,A20,2014,0.059,0.196,0,0,0.004,0.012,0,20.7,1804,0.003,0.786,0,7.93,1.5,0.153,0,20.8,0,2.83,0,0,0.002,0,0.095,59
54.71970977,-114.5192335,River Otter,Unknown,Male,A13,2015,0.091,0.287,0,0,0,0.021,0.08,57.2,645,0,6.92,0.045,15.4,2.16,0.073,0.045,4.75,0,6.36,0,0.086,0,0,0.078,127
55.88051054,-111.894798,River Otter,Unknown,Female,A21,2015,0.072,0.313,0,0,0,0.015,0.04,22.5,1555,0,0.673,0,8.99,1.26,0.076,0.011,32.1,0,1.96,0,0.099,0.002,0,0.074,62.3
55.72881739,-110.9082927,River Otter,Unknown,Female,A20,2014,0.044,0.15,0,0,0.027,0.031,0.058,21.9,1199,0.003,1.58,0,11.6,2.95,0.073,0.023,25.1,0.012,3.03,0.006,0.014,0.003,0,0.077,74.8
55.72881739,-110.9082927,River Otter,Unknown,Female,A20,2014,0.031,0.107,0,0,0.006,0.013,0.048,17.7,1312,0.004,1.16,0,8.36,1.58,0.134,0,23.9,0,2.41,0.011,0.048,0.005,0,0.08,59.6
55.72881739,-110.9082927,River Otter,Unknown,Male,A20,2014,0.045,0.117,0.027,0,0,0.045,0.052,23.6,784,0.005,1.62,0,11.8,3.05,0.118,0,25.4,0,2.8,0,0.039,0.007,0,0.063,98.5
55.88051054,-111.894798,River Otter,Unknown,Female,A21,2015,0.036,0.317,0.027,0.001,0,0.033,0.047,19.1,1612,0.002,1.61,0,9.25,1.46,0.07,0,27.7,0,2.41,0,0.126,0.016,0,0.081,86.2
54.71970977,-114.5192335,River Otter,Unknown,Male,A13,2015,0.032,0.347,0,0,0,0.048,0,23.4,1419,0.002,4.97,0.012,10.7,1.39,0.07,0.017,3.48,0,4.15,0,0,0,0,0.079,64.4
56.60725001,-110.3447732,River Otter,Unknown,Male,A35,2014,0.048,0.271,0,0,0,0.075,0.076,26,1285,0.003,3.2,0,12.7,1.81,0.219,0,20.5,0,2.68,0,0,0.002,0,0.089,76.9
56.82446415,-111.5332207,River Otter,Unknown,Female,A41,2014,0.063,0.218,0.034,0,0.007,0.023,0.058,25.6,1986,0.004,1.5,0,9.56,1.29,0.067,0.018,11.3,0,2.74,0,0.434,0,0,0.141,74.5
56.55925815,-111.6898247,River Otter,Unknown,Male,A34,2014,0.099,0.346,0,0,0,0.038,0.055,31.1,1792,0.003,7.84,0.006,12.2,1.78,0.115,0.009,38,0,4.6,0,0.048,0.003,0,0.084,67.1
55.88051054,-111.894798,River Otter,Unknown,Female,A21,2015,0.047,0.327,0.18,0,0,0.038,0.045,17,1045,0.008,2.77,0,5.3,2.16,0.089,0,23.2,0,2.96,0,0.294,0.002,0,0.081,80.5
56.45891113,-110.6635955,River Otter,Unknown,Female,A28,2015,0.092,0.443,0,0,0,0.003,0.055,17.2,1498,0.003,1.09,0,11.5,1.9,0.374,0,10.9,0,2.07,0,0.14,0,0,0.081,68.8
56.45891113,-110.6635955,River Otter,Unknown,Female,A28,2015,0.128,0.171,0.031,0,0.011,0.011,0,39.9,2271,0.003,1.9,0.013,18.1,1.58,0,0.042,22.6,0,2.38,0,0.056,0.002,0,0.073,88.7
56.82446415,-111.5332207,River Otter,Unknown,Male,A41,2014,0.052,0.328,0,0.001,0.004,0.042,0.047,22.9,1088,0.004,2.48,0,9.6,2.14,0.06,0,19.6,0,2.79,0,0.274,0,0,0.103,75.1
56.82446415,-111.5332207,River Otter,Unknown,Male,A41,2014,0.01,0.235,0.059,0,0.014,0.169,0.097,13.7,916,0.003,2.17,0.011,11.3,1.9,0.08,0.024,12.8,0,4.44,0,0.221,0.005,0,0.126,103.8
55.88051054,-111.894798,River Otter,Unknown,Female,A21,2015,0.057,0.061,0.038,0,0.006,0.017,0,18.5,1720,0.003,1.71,0,6.36,1.39,0.041,0,25.6,0.012,2.26,0,0.218,0.006,0,0.051,82.5
55.88051054,-111.894798,River Otter,Unknown,Female,A21,2015,0.133,0.252,0.042,0,0,0.034,0,31.4,1500,0.004,1.52,0,10.1,1.44,0.092,0,20.9,0,2.47,0,0.15,0.002,0,0.07,78.4
57.16946806,-114.2546951,River Otter,Unknown,Male,A51,2014,0.061,0.336,0.087,0,0.007,0.008,0,17.7,1239,0.005,1.63,0,5.36,1.45,0.05,0,13.4,0,2.32,0,0.13,0,0,0.076,75.2
57.16946806,-114.2546951,River Otter,Unknown,Female,A51,2014,0.088,0.151,0.327,0.001,0.003,0.003,0.043,15.6,2041,0.011,1.15,0.023,9.65,1.73,0.096,0.014,14,0,2.01,0,1.08,0,0,0.085,76.8
57.90424317,-113.3046942,River Otter,Unknown,Female,A62,2014,0.047,0.221,0.108,0.001,0.004,0.065,0.048,19.6,981,0.005,6.45,0.005,4.87,1.77,0.104,0.056,7.25,0,4.78,0.005,0.638,0.004,0,0.08,81.9
56.98823851,-117.813409,River Otter,Unknown,Male,A45,2015,0.168,0.42,0.025,0,0.005,0.016,0.055,24.1,2259,0.003,3.76,0,16.4,2.57,0.132,0.028,5.14,0,3.8,0,0.568,0,0,0.088,107.5
56.97416931,-113.9403444,River Otter,Unknown,Female,A43,2015,0.084,0.204,0.02,0,0.009,0.061,0,20.5,2088,0.003,2.81,0,9.1,1.78,0.077,0,13.8,0,2.77,0,0.073,0,0,0.08,58.6
56.02517701,-116.5647161,River Otter,Unknown,Male,A23,2015,0.1,0.589,0,0,0.013,0.074,0.055,23.3,1418,0.003,2.79,0.009,11.6,1.45,0.054,0.017,8.58,0,6.16,0,0.111,0,0,0.076,66.3
57.16946806,-114.2546951,River Otter,Unknown,Male,A51,2014,0.078,0.565,0.093,0,0.008,0.021,0.094,19.1,1414,0.006,1.48,0.005,7.55,1.46,0.071,0,14,0,2.4,0,0.274,0,0,0.089,89
57.16946806,-114.2546951,River Otter,Unknown,Male,A51,2014,0.067,0.479,0.122,0,0.008,0.021,0,20.8,1582,0.006,1.82,0,9.94,2.23,0.07,0,16.5,0,2.79,0,0.238,0,0,0.094,84.6
57.16946806,-114.2546951,River Otter,Unknown,Male,A51,2014,0.082,0.235,0.477,0,0,0.003,0,13.6,1720,0.014,1.01,0.018,7.81,1.7,0.065,0,14.3,0,1.93,0,0.578,0,0,0.083,72.7
56.02517701,-116.5647161,River Otter,Unknown,Female,A23,2015,0.097,0.64,0,0,0.01,0.018,0.048,24.5,2309,0.002,2.3,0,7.85,1.11,0.092,0.035,7.16,0,4.97,0,0.039,0,0,0.09,70.3
57.16946806,-114.2546951,River Otter,Unknown,Female,A51,2014,0.184,0.209,0.058,0,0.012,0.006,0.064,30,1990,0.004,2.02,0,6.84,1.5,0.117,0.027,18.4,0,2.1,0,0.182,0,0,0.079,72.8
57.10073191,-111.432492,Marten,Unknown,Female,A47,2014,0,0.248,0,0,0,0.198,0,13.3,1159,0,,0,10.3,1.86,0,0,28.3,0,2.98,0,0.065,0,0,0.088,71.3
56.60725001,-110.3447732,Marten,Unknown,Male,A35,2014,0,0.305,0,0,0,0.407,0,13.7,670,0,,0,13.4,1.91,0,0,50.3,0,2.92,0,0.115,0,0,0.088,78
56.45891113,-110.6635955,Marten,Unknown,Male,A28,2014,0,0,0,0,0,1.19,0,13.1,791,0,,0,11.9,1.06,0,0,38,0,2.47,0,0.038,0,0,0.068,65.1
56.82446415,-111.5332207,Marten,Unknown,Male,A41,2014,0,0,0,0,0,0.614,0,12.5,947,0,,0,5.22,1.3,0,0,13.1,0,2.61,0,0.115,0,0,0.081,62.4
56.45891113,-110.6635955,Marten,Unknown,Male,A28,2014,0,0.351,0.113,0,0,0.803,0.112,16.1,692,0,,0,8.28,1.59,0,0,59.1,0,3.09,0,0.122,0,0,0.079,70.6
56.60725001,-110.3447732,Marten,Unknown,Male,A35,2014,0,0.203,0,0,0,0.282,0,12.2,1277,0,,0,8.85,1.41,0,0,33.5,0,2.38,0,0.06,0,0,0.063,59.2
56.45891113,-110.6635955,Marten,Unknown,Male,A28,2014,0,0.23,0,0,0,0.42,0,25.9,1022,0,,0,7.62,1,0,0,50.9,0,2.73,0,0.161,0,0,0.072,54.3
57.10073191,-111.432492,Marten,Unknown,Male,A47,2014,0,0,0.645,0,0,0.189,0.148,12.9,881,0.023,,0,7.38,1.59,0,0,19.6,0,2.6,0,0.338,0,0,0.096,67.1
54.54745162,-114.5398631,Marten,Unknown,Male,A11,2015,0.011,0.229,0.158,0,0,0.523,0,15.6,946,0,,0,6.88,1.38,0,0,24.1,0,3.24,0,0.284,0,0,0.065,61.1
57.10073191,-111.432492,Marten,Unknown,Male,A47,2014,0,0.268,0,0,0,0.028,0,12.8,892,0,,0,8.95,1.79,0,0,26.5,0,3.16,0,0.108,0,0,0.098,63.6
54.54745162,-114.5398631,Marten,Unknown,Male,A11,2015,0,0.233,0.125,0,0,1.54,0,13.8,948,0,,0,4.6,1.05,0,0,16.8,0,2.65,0,0.163,0,0,0.064,53.4
56.82446415,-111.5332207,Marten,Unknown,Female,A41,2014,0,0.275,0.092,0,0,0.06,0,12.7,635,0,,0,8.39,1.41,0,0,22.9,0,2.94,0,0.227,0,0,0.072,87.3
56.82446415,-111.5332207,Marten,Unknown,Female,A41,2014,0,0,0.089,0,0,0.27,0,13,685,0,,0,5.15,1.77,0.583,0,14.3,0,2.46,0,0.213,0,0,0.079,68
54.83319564,-116.6529677,Marten,Unknown,Male,A15,2014,0,0,0.061,0,0,2.54,0,12.9,501,0,,0,8.82,1.8,0,0,40.4,0,2.67,0,0.1,0,0,0.065,78.1
56.4626244,-116.65131,Marten,Unknown,Female,A29,2014,0,0.251,0,0,0,1.55,0,17.6,941,0,,0,12,1.24,0,0,19.2,0,3.21,0,0.091,0,0,0.066,77
54.83319564,-116.6529677,Marten,Unknown,Male,A15,2014,0,0,0.078,0,0,2.36,0,14.2,888,0,,0,8.36,1.02,0,0,32.5,0,2.47,0,0.078,0,0,0.059,62.6
54.83319564,-116.6529677,Marten,Unknown,Female,A15,2015,0,0,0,0,0,0.65,0,16.6,837,0,,0,8.96,1.23,0,0,37.2,0,2.47,0,0.089,0,0,0.064,82.5
54.83319564,-116.6529677,Marten,Unknown,Female,A15,2015,0.015,0.215,0.361,0,0,3.46,0,25.1,493,0.013,,0,14.1,1.67,0,0,28.4,0,3.61,0,0.84,0,0,0.067,86.7
54.83319564,-116.6529677,Marten,Unknown,Male,A15,2014,0,0.213,0.141,0,0,2.6,0,21.9,549,0,,0,12.9,1.44,0,0,33.8,0,2.93,0,0.183,0,0,0.065,80.4
54.83319564,-116.6529677,Marten,Unknown,Male,A15,2015,0,0,0.083,0,0,2.02,0,15.5,929,0,,0,10.5,1.29,0,0,38.4,0,2.64,0,0.129,0,0,0.043,68.9
54.83319564,-116.6529677,Marten,Unknown,Female,A15,2014,0,0,0.119,0,0,1.44,0,14.8,837,0,,0,11.6,1.42,0,0,39.9,0,3.02,0,0.225,0,0,0.051,68.7
54.83319564,-116.6529677,Marten,Unknown,Female,A15,2015,0,0,0.136,0,0,0.395,0,14,989,0,,0,9.64,1.09,0,0,45.3,0,2.58,0,0.208,0,0,0.056,57.1
56.98823851,-117.813409,Marten,Unknown,Female,A45,2014,0,0.233,0.298,0,0,0.65,0,12.9,689,0.011,,0,4.81,1.08,0,0,27.4,0,3.1,0,0.431,0,0,0.071,70.8
56.4626244,-116.65131,Marten,Unknown,Female,A29,2014,0,0.209,0,0,0,2.02,0,16.7,574,0,,0,12.8,1.14,0,0,15.6,0,2.89,0,0.034,0,0,0.061,67.2
56.7482581,-117.0380206,Marten,Unknown,Male,A40,2014,0,0,0.277,0,0,0.655,0,10.6,731,0.014,,0,5.48,1.56,0.499,0,7.42,0,3,0,0.214,0,0,0.134,68.4
56.02517701,-116.5647161,Marten,Unknown,Female,A23,2015,0,0.314,0.161,0,0,0.275,0,12.9,1045,0,,0,8.31,0.962,0,0,35.2,0,3.47,0,0.052,0,0,0.074,70.4
57.0403538,-118.0953455,Marten,Unknown,Female,A46,2015,0.042,0.343,0,0,0,12.5,0.106,22.9,439,0,,0,17.4,1.71,0,0,32.8,0,4.26,0,0.066,0,0,0.066,122
56.7482581,-117.0380206,Marten,Unknown,Female,A40,2014,0,0.687,0.144,0,0,1.16,0,12.7,765,0,,0,4.91,1.35,0,0,12.8,0,4.63,0,0.54,0,0,0.073,71.2
56.7482581,-117.0380206,Marten,Unknown,Male,A40,2014,0,0.313,0,0,0,0.368,0,16,514,0,,0,7,1.72,0,0,33.2,0,3.43,0,0.147,0,0,0.062,90.2
56.90394839,-117.8971827,Marten,Unknown,Male,A42,2015,0,0.233,0,0,0,2.71,0,11.4,966,0,,0,9.87,1.02,0,0,17.1,0,2.96,0,0.08,0,0,0.061,56.4
57.0403538,-118.0953455,Marten,Unknown,Female,A46,2015,0.011,0.228,0,0,0,2.42,0,18.5,817,0,,0,13.6,1.38,0,0,29.6,0,3.47,0,0.058,0,0,0.074,74.9
56.98823851,-117.813409,Marten,Unknown,Male,A45,2014,0.012,0,0,0,0,0.317,0,15.4,688,0,,0,5.47,1.33,0,0,20.6,0,2.53,0,0.109,0.025,0,0.112,64.4
56.68301722,-118.0990577,Marten,Unknown,Male,A39,2015,0,0,0,0,0,1.56,0,10.6,716,0,,0,6.75,1.67,0,0,10.6,0,2.6,0,0.092,0,0,0.061,60.7
56.7482581,-117.0380206,Marten,Unknown,Male,A40,2014,0,0.421,0.168,0,0,1.44,0,13.9,765,0,,0,7.36,1.2,0,0,11,0,3.47,0,0.409,0,0,0.06,82.7
54.83319564,-116.6529677,Marten,Unknown,Unknown,A15,2014,0,0.267,0,0,0,0.32,0,12.1,1152,0,,0,8.29,1.11,0,0,32.3,0,2.86,0,0.152,0,0,0.057,56.8
54.83319564,-116.6529677,Marten,Unknown,Female,A15,2014,0,0,0,0,0,4.6,0.101,17.6,580,0,,0,13.4,1.8,0.455,0,42.8,0,2.8,0,0.081,0,0,0.105,114
56.7482581,-117.0380206,Marten,Unknown,Female,A40,2014,0,0.274,0,0,0,0.116,0,11.7,506,0,,0,3.73,1.35,0,0,13.8,0,3.11,0,0.086,0,0,0.052,69.1
56.90394839,-117.8971827,Marten,Unknown,Female,A42,2015,0,0,0,0,0,0.515,0,14.6,883,0,,0,11.6,1.52,0,0,18.7,0,2.88,0,0.079,0,0,0.055,76.3
57.90433848,-119.3200201,Marten,Unknown,Female,A63,2015,0,0,0,0,0,0.699,0,13.5,910,0,,0,10.3,1.28,0,0,20.3,0,2.74,0,0.061,0,0,0.067,81.1
56.98823851,-117.813409,Marten,Unknown,Female,A45,2014,0,0,0.193,0,0,0.73,0,13.4,338,0,,0,13.2,1.24,0,0.135,20.6,0,2.77,0,0.264,0,0,0.046,108
56.02517701,-116.5647161,Marten,Unknown,Male,A23,2015,0,0.261,0,0,0,0.302,0,12.2,905,0,,0,8.15,0.87,0,0,31.2,0,2.69,0,0.033,0,0,0.047,60.8
56.7482581,-117.0380206,Marten,Unknown,Male,A40,2014,0,0.308,0.064,0,0,1.83,0,15,1181,0,,0,6.89,1.4,0,0.169,15.9,0,3.12,0,0.12,0,0,0.058,82
54.83319564,-116.6529677,Marten,Unknown,Male,A15,2014,0,0.212,0,0,0,0.709,0,11,927,0,,0,7.14,0.832,0,0,18.1,0,2.64,0,0.04,0,0,0.053,62.1
55.88051054,-111.894798,Fisher,Unknown,Female,A21,2014,0,0.184,0,0,0,0.97,0.06,22.8,921,0.002,0.079,0,13.2,1.82,0.098,0.041,54.7,0,2.79,0.013,0.035,0.002,0,0.061,96.7
56.82446415,-111.5332207,Fisher,Unknown,Male,A41,2014,0,0.189,0.142,0,0,0.312,0.113,28.5,1046,0.005,0.084,0,9.34,1.59,0.094,0.609,30.8,0,2.45,0.018,0.157,0,0,0.112,91.3
56.45891113,-110.6635955,Fisher,Unknown,Female,A28,2014,0.01,0.067,0.091,0,0,0.293,0.051,16.3,946,0,0.826,0,9.93,1.51,0.045,0,34.3,0,2.32,0,0.155,0,0,0.033,83.8
56.55925815,-111.6898247,Fisher,Unknown,Male,A34,2014,0,0.158,0.031,0,0,0.95,0.077,19.5,780,0.004,0.105,0,11.9,1.72,0.156,0.043,43.6,0,2.4,0.016,0.097,0.003,0,0.062,101
55.64014738,-112.1066504,Fisher,Unknown,Male,A19,2014,0.008,0.24,0.054,0.002,0,0.119,0.047,35.8,706,0.005,0.082,0.011,22.4,1.82,0.083,0,56.8,0,2.97,0.017,0.094,0,0,0.064,183
56.01689578,-112.1401098,Fisher,Unknown,Male,A22,2014,0,0.258,0,0,0,0.13,0.061,13.1,807,0,0.063,0,8.56,1.46,0.089,0,26.8,0,2.87,0.011,0.079,0,0,0.053,84.8
54.71970977,-114.5192335,Fisher,Unknown,Male,A13,2015,0.003,0.062,0,0,0,0.243,0.07,34.2,882,0,0.125,0.019,6.46,2.01,0.1,0.22,19.3,0,2.32,0.028,0.176,0.002,0,0.061,87.9
56.01689578,-112.1401098,Fisher,Unknown,Female,A22,2014,0.005,0.399,0,0,0,0.269,0.063,14,755,0,0.063,0,9.15,1.47,0.083,0,32.5,0,3.86,0.011,0.073,0,0,0.055,79.8
55.64014738,-112.1066504,Fisher,Unknown,Female,A19,2014,0.075,0.165,0.099,0,0,0.208,0.048,42.7,967,0.006,0.089,0,24.1,1.11,0.088,0,40.9,0,2.66,0.009,0.075,0,0,0.06,106
56.45891113,-110.6635955,Fisher,Unknown,Male,A28,2014,0.018,0.19,0.027,0.004,0,0.149,0.076,24.8,1237,0,0.605,0.009,8.75,1.54,0.106,0,30.6,0,2.42,0.011,0.128,0.001,0,0.067,121
55.72881739,-110.9082927,Fisher,Unknown,Female,A20,2014,0.025,0.063,0.05,0.004,0,0.325,0.046,26,1067,0.005,0.433,0,12.7,1.95,0.101,0.111,35.2,0.189,2.58,0.009,0.209,0,0,0.063,101
55.72881739,-110.9082927,Fisher,Unknown,Male,A20,2014,0.009,0.078,0,0,0,0.394,0.045,28.6,968,0,0.15,0,9.72,1.5,0.098,0.134,39.8,0,2.58,0.02,0.078,0.005,0,0.072,83.3
56.82446415,-111.5332207,Fisher,Unknown,Male,A41,2014,0.005,0.161,0.137,0,0,0.166,0.1,25.8,887,0.007,0.225,0.009,9.11,1.8,0.13,0.088,21.8,0,2.94,0.014,0.243,0,0,0.094,117
56.98823851,-117.813409,Fisher,Unknown,Male,A45,2014,0.022,0.491,0.034,0,0,0.592,0.072,27,1248,0,0.083,0,12.1,1.42,0.146,0.013,24.3,0,4.1,0.03,0.185,0,0,0.101,218
57.90433848,-119.3200201,Fisher,Unknown,Female,A63,2014,0.01,0.338,0.054,0,0,1.27,0.047,21.7,986,0.003,0.099,0,11.7,1.76,0.091,0.022,19.8,0,3.74,0.012,0.095,0,0,0.081,119
57.90433848,-119.3200201,Fisher,Unknown,Female,A63,2015,0,0.237,0.031,0,0,1.67,0.074,18.5,1121,0.003,0.036,0,9.05,1.43,0.074,0,35.2,0,2.82,0.007,0.075,0.005,0,0.06,83.8
57.16946806,-114.2546951,Fisher,Unknown,Female,A51,2014,0,0.13,0.043,0,0,0.383,0.041,15.1,753,0.003,0.115,0.01,9.99,1.78,0.116,0.099,36.3,0,2.47,0,0.097,0,0,0.05,94
56.97416931,-113.9403444,Fisher,Unknown,Male,A43,2015,0.013,0.114,0.09,0,0,0.571,0.052,20.6,798,0,0.195,0,7.54,1.83,0.038,0.103,42.8,0,2.62,0,0.135,0.002,0,0.039,97.2
57.16946806,-114.2546951,Fisher,Unknown,Male,A51,2015,0.003,0.116,0.063,0,0,0.764,0,23.6,465,0.003,0.233,0.01,10.3,2,0.077,0.255,42.7,0,1.85,0.013,0.136,0,0,0.045,103
56.97416931,-113.9403444,Fisher,Unknown,Male,A43,2015,0,0.234,0.033,0,0,0.42,0,13.4,826,0.004,0.089,0,6.29,1.49,0.075,0,53.4,0,2.52,0.007,0.074,0,0,0.053,72.3
56.97416931,-113.9403444,Fisher,Unknown,Female,A43,2015,0,0.323,0.026,0,0,0.814,0.047,16,788,0.002,0.344,0,5.88,1.5,0.104,0,30.1,0,2.99,0.006,0.076,0,0,0.054,74.6
57.16946806,-114.2546951,Fisher,Unknown,Male,A51,2014,0.009,0.208,0.085,0,0,0.159,0.066,25.5,484,0.005,0.126,0,11.6,2.39,0.226,0,48.8,0,2.94,0.008,0.103,0.002,0,0.062,135
57.16946806,-114.2546951,Fisher,Unknown,Female,A51,2015,0,0.276,0.089,0,0,0.439,0.05,19.6,722,0.004,0.119,0.011,6.23,1.3,0.114,0,20.4,0,3.02,0.005,0.309,0.001,0,0.063,79.1
56.90394839,-117.8971827,Fisher,Unknown,Male,A42,2015,0.018,0.198,0.02,0,0,0.322,0.052,32.9,1289,0.004,0.383,0.015,11.6,1.99,0.132,0.032,9.9,0,3.27,0.005,0.13,0,0,0.071,112
56.7482581,-117.0380206,Fisher,Unknown,Male,A40,2014,0.009,0.356,0.03,0,0,0.651,0,14.7,931,0.003,0.353,0.01,8.21,1.46,0.138,0,24.9,0,3.37,0,0.196,0,0,0.061,82.1
56.02517701,-116.5647161,Fisher,Unknown,Male,A23,2014,0.006,0.235,0.085,0,0,0.515,0.059,27.2,993,0.005,0.607,0,13.2,1.97,0.101,0.055,24.2,0,2.74,0.006,0.104,0,0,0.064,101
57.16946806,-114.2546951,Fisher,Unknown,Female,A51,2015,0.002,0.166,0.056,0,0,0.143,0.054,18,800,0.004,0.083,0,9.71,1.5,0.095,0.038,41.3,0,2.66,0.008,0.07,0,0,0.063,113
57.16946806,-114.2546951,Fisher,Unknown,Female,A51,2015,0,0.105,0.158,0.001,0,0.572,0.064,8.33,449,0.008,0.073,0,7.72,1.01,0.038,0,43,0,1.84,0,0.105,0,0,0.039,72.3
56.4626244,-116.65131,Fisher,Unknown,Female,A29,2015,0.013,0.123,0.095,0,0,0.394,0.078,38,752,0.005,0.146,0.012,11.7,2.23,0.089,0.639,15.6,0.025,2.79,0.067,0.134,0.002,0,0.067,145
56.02517701,-116.5647161,Fisher,Unknown,Male,A23,2015,0.008,0.213,0.066,0,0,1.33,0.072,24.7,1720,0.005,0.294,0,13,1.73,0.157,0.144,13.7,0,2.83,0.006,0.107,0,0,0.096,107
56.7482581,-117.0380206,Fisher,Unknown,Female,A40,2014,0.025,0.288,0.082,0,0,1.26,0.088,25.9,958,0.004,0.297,0.012,12.1,1.53,0.104,0.025,16.7,0,3.06,0,0.231,0,0,0.07,87.7
56.97416931,-113.9403444,Fisher,Unknown,Male,A43,2015,0,0.336,0.03,0,0,0.25,0.075,24,944,0.003,0.062,0.009,11.6,1.59,0.153,0.075,49,0,3.16,0.005,0.057,0,0,0.064,98
56.02517701,-116.5647161,Fisher,Unknown,Female,A23,2014,0.01,0.327,0.056,0.001,0,0.278,0.092,38.1,1263,0.002,1.24,0,12.7,2.15,0.075,0.024,19.1,0,3.44,0.006,0.14,0,0,0.098,134
59.13,-115.13,Gull ,Egg,Unknown,A72,2015,0,0,1.23,0.01,0,0,0,2.91,116.2,0.04,0.657,0.08,2.37,0.07,0,0,7.15,0,2.13,0,1.98,0,0,0.06,56.07
59.13,-115.13,Gull ,Egg,Unknown,A72,2015,0,0,0.98,0.01,0,0,0,3.05,113.6,0.03,1.03,0.08,2.27,0.07,0,0,8.49,0,1.66,0,1.13,0.01,0,0.06,46.23
59.13,-115.13,Gull ,Egg,Unknown,A72,2015,0,0,1.31,0.01,0,0,0,3.17,124.24,0.05,1.28,0.08,3.12,0.07,0,0,8.53,0,2,0,1.55,0,0,0.05,52.68
59.13,-115.13,Gull ,Egg,Unknown,A72,2015,0,0,1.03,0.01,0,0,0,3.17,131.21,0.03,0.947,0.08,2.02,0.08,0,0,6,0,2.01,0,1.61,0,0,0.06,48.26
59.13,-115.13,Gull ,Egg,Unknown,A72,2015,0,0,1.59,0.01,0,0,0,3.2,103.73,0.05,0.822,0.08,2.81,0.08,0,0,6.22,0,2.05,0,1.9,0.01,0,0.07,49.98
59.13,-115.13,Gull ,Egg,Unknown,A72,2015,0,0,0.66,0.01,0,0,0,2.96,129.01,0.02,0.638,0.08,2.97,0.08,0,0,7.4,0,2.03,0,1.78,0,0,0.06,50.84
59.13,-115.13,Gull ,Egg,Unknown,A72,2015,0,0,1.62,0.01,0,0,0,3.8,137.11,0.05,0.742,0.08,1.96,0.08,0,0,6.82,0,2.14,0,1.61,0.01,0,0.06,61.11
